0.000000000000000000e+00,-7.841447088438429081e-01,-1.852991091038912908e+00,-1.783334997799731481e+00,-2.649740138341936113e+00,-7.841451077332071140e-01,3.921126983535332751e-04,1.000000000000000000e+00
2.000000000000000042e-03,-7.841447088438429081e-01,-1.852991091038912908e+00,-1.783334997799731481e+00,-2.649740138341936113e+00,-7.841451077332071140e-01,3.921126983535332751e-04,1.000000000000000000e+00
4.000000000000000083e-03,-7.841447088438429081e-01,-1.852991091038912908e+00,-1.783334997799731481e+00,-2.649740138341936113e+00,-7.841451077332071140e-01,3.921126983535332751e-04,1.000000000000000000e+00
6.000000000000000125e-03,-7.841447088438429081e-01,-1.852991091038912908e+00,-1.783334997799731481e+00,-2.649740138341936113e+00,-7.841451077332071140e-01,3.921126983535332751e-04,1.000000000000000000e+00
8.000000000000000167e-03,-7.841447136719735811e-01,-1.852988702308409508e+00,-1.783331883307785137e+00,-2.649745641550441455e+00,-7.841451125613176920e-01,3.921126786579210008e-04,1.000000000000000000e+00
1.000000000000000021e-02,-7.841447136719735811e-01,-1.852988702308409508e+00,-1.783331883307785137e+00,-2.649745641550441455e+00,-7.841451125613176920e-01,3.921126786579210008e-04,1.000000000000000000e+00
1.200000000000000025e-02,-7.841447189829438003e-01,-1.852986074710484488e+00,-1.783328457352908680e+00,-2.649751695087903869e+00,-7.841451178722658177e-01,3.921126569926396696e-04,1.000000000000000000e+00
1.400000000000000029e-02,-7.841447189829438003e-01,-1.852986074710484488e+00,-1.783328457352908680e+00,-2.649751695087903869e+00,-7.841451178722658177e-01,3.921126569926396696e-04,1.000000000000000000e+00
1.600000000000000033e-02,-7.841447262251762806e-01,-1.852982491663141218e+00,-1.783323785555316787e+00,-2.649759949911922430e+00,-7.841451251144682111e-01,3.921126274490729664e-04,1.000000000000000000e+00
1.800000000000000211e-02,-7.841447305705155912e-01,-1.852980341889429061e+00,-1.783320982421791268e+00,-2.649764902806610145e+00,-7.841451294597895361e-01,3.921126097229338876e-04,1.000000000000000000e+00
2.000000000000000042e-02,-7.841447353986682467e-01,-1.852977953252643584e+00,-1.783317867812349133e+00,-2.649770406055690142e+00,-7.841451342879367514e-01,3.921126046823396978e-04,1.000000000000000000e+00
2.199999999999999872e-02,-7.841447407096382438e-01,-1.852975325782901583e+00,-1.783314441728638178e+00,-2.649776459593804034e+00,-7.841451395988847661e-01,3.921125830170599388e-04,1.000000000000000000e+00
2.400000000000000050e-02,-7.841447465034242503e-01,-1.852972459487998602e+00,-1.783310704146868542e+00,-2.649783063453743370e+00,-7.841451453926466808e-01,3.921125593822075085e-04,1.000000000000000000e+00
2.600000000000000228e-02,-7.841447527800256001e-01,-1.852969354377260958e+00,-1.783306655057663059e+00,-2.649790217635558776e+00,-7.841451516692219403e-01,3.921125337777849008e-04,1.000000000000000000e+00
2.800000000000000058e-02,-7.841447595394425152e-01,-1.852966010460783686e+00,-1.783302294450874070e+00,-2.649797922139302653e+00,-7.841451584286107668e-01,3.921125062037914108e-04,1.000000000000000000e+00
2.999999999999999889e-02,-7.841447667816749956e-01,-1.852962427749442753e+00,-1.783297622315576536e+00,-2.649806176965024296e+00,-7.841451656708131601e-01,3.921124766602268217e-04,1.000000000000000000e+00
3.200000000000000067e-02,-7.841447745067225972e-01,-1.852958606254898166e+00,-1.783292638640050276e+00,-2.649814982112784101e+00,-7.841451733958287873e-01,3.921124451470931393e-04,1.000000000000000000e+00
3.400000000000000244e-02,-7.841447827145862082e-01,-1.852954545989573321e+00,-1.783287343411805725e+00,-2.649824337582648237e+00,-7.841451816036584255e-01,3.921124116643868941e-04,1.000000000000000000e+00
3.600000000000000422e-02,-7.841447914052653845e-01,-1.852950246966674097e+00,-1.783281736617565727e+00,-2.649834243374687759e+00,-7.841451902943015195e-01,3.921123762121100920e-04,1.000000000000000000e+00
